title,price,link,code_moteur,brand,brand_html,description,index,reference
Turbocompresseur BORGWARNER 25205781,Prix à la demande,https://www.autonorma.fr/p/56512-turbocompresseur-borgwarner-25205781,,OPEL         ASTRA K           ASTRA K Sports Tourer,,"Turbocompresseur BORGWARNER 25205781 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3000,25205781
Turbocompresseur BMTS 05L253019J,Prix à la demande,https://www.autonorma.fr/p/56521-turbocompresseur-bmts-05l253019j,,,,"Turbocompresseur BMTS 05L253019J d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3001,05l253019j
Turbocompresseur MITSUBISHI 49138-00100,Prix à la demande,https://www.autonorma.fr/p/56532-turbocompresseur-mitsubishi-49138-00100,,,,"Turbocompresseur MITSUBISHI 49138-00100 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3002,49138-00100
Turbocompresseur GARRETT 452084-5004S,148 € TTC,https://www.autonorma.fr/p/26555-turbocompresseur-garrett-452084-5004s,RVA,FORD         ESCORT VII Kabriolet           ESCORT VII Kombi           ESCORT VII Hatchback           ESCORT VII Sedan           ESCORT VII VAN,,"Turbocompresseur GARRETT 452084-5004S d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3003,452084-5004s
Turbocompresseur GARRETT 819035-5011S,535 € TTC,https://www.autonorma.fr/p/28611-turbocompresseur-garrett-819035-5011s,"CULA,CULB,CULC",AUDI         Q3,,"Turbocompresseur GARRETT 819035-5011S d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3004,819035-5011s
Turbocompresseur GARRETT 761437-5006S,318 € TTC,https://www.autonorma.fr/p/28627-turbocompresseur-garrett-761437-5006s,"BKE,BRB",AUDI         A4 B7 Avant/Kombi           A4 B7 Sedan,,"Turbocompresseur GARRETT 761437-5006S d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3005,761437-5006s
Turbocompresseur KKK 2872893M91,Prix à la demande,https://www.autonorma.fr/p/26588-turbocompresseur-kkk-2872893m91,,,,"Turbocompresseur KKK 2872893M91 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3006,2872893m91
Turbocompresseur KKK 9633828080,Prix à la demande,https://www.autonorma.fr/p/26595-turbocompresseur-kkk-9633828080,DHV (XUD9BSD),CITROËN         XSARA Kombi           XSARA Hatchback,,"Turbocompresseur KKK 9633828080 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3007,9633828080
Turbocompresseur MITSUBISHI 49389-01301,Prix à la demande,https://www.autonorma.fr/p/28652-turbocompresseur-mitsubishi-49389-01301,M 48.70,PORSCHE         PANAMERA,,"Turbocompresseur MITSUBISHI 49389-01301 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3008,49389-01301
Turbocompresseur IHI 578360000,Prix à la demande,https://www.autonorma.fr/p/26603-turbocompresseur-ihi-578360000,AM 578,MASERATI         QUATTROPORTE III,,"Turbocompresseur IHI 578360000 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3009,578360000
Turbocompresseur KKK 04295604 neuf,932 € TTC,https://www.autonorma.fr/p/37005-turbocompresseur-kkk-04295604-neuf,,,,Turbo 04295604 KKK neuf,3010,04295604-
Turbocompresseur GARRETT 1775613,Prix à la demande,https://www.autonorma.fr/p/27849-turbocompresseur-garrett-1775613,,,,"Turbocompresseur GARRETT 1775613 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3011,1775613
Turbocompresseur BORGWARNER 12589880049 neuf,1 454 € TTC,https://www.autonorma.fr/p/37013-turbocompresseur-borgwarner-12589880049-neuf,,,,Turbo 12589880049 BORGWARNER neuf,3012,12589880049-
Turbocompresseur KKK 51091007588,Prix à la demande,https://www.autonorma.fr/p/27857-turbocompresseur-kkk-51091007588,,,,"Turbocompresseur KKK 51091007588 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3013,51091007588
Turbocompresseur GARRETT 785827-5011S neuf,725 € TTC,https://www.autonorma.fr/p/37021-turbocompresseur-garrett-785827-5011s-neuf,,,,Turbo 785827-5011S GARRETT neuf,3014,
Turbocompresseur HOLSET 0060966899,Prix à la demande,https://www.autonorma.fr/p/27865-turbocompresseur-holset-0060966899,,,,"Turbocompresseur HOLSET 0060966899 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3015,0060966899
Turbocompresseur KKK 178431 neuf,1 968 € TTC,https://www.autonorma.fr/p/37029-turbocompresseur-kkk-178431-neuf,,,,Turbo 178431 KKK neuf,3016,178431-
Turbocompresseur MITSUBISHI MR188528,Prix à la demande,https://www.autonorma.fr/p/27873-turbocompresseur-mitsubishi-mr188528,,,,"Turbocompresseur MITSUBISHI MR188528 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3017,mr188528
Turbocompresseur BORGWARNER 179598 neuf,1 726 € TTC,https://www.autonorma.fr/p/37037-turbocompresseur-borgwarner-179598-neuf,,,,Turbo 179598 BORGWARNER neuf,3018,179598-
Turbocompresseur MITSUBISHI ME191050,Prix à la demande,https://www.autonorma.fr/p/27881-turbocompresseur-mitsubishi-me191050,,,,"Turbocompresseur MITSUBISHI ME191050 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3019,me191050
Turbocompresseur MITSUBISHI 1515A183,581 € TTC,https://www.autonorma.fr/p/27621-turbocompresseur-mitsubishi-1515a183,4B11 T/C,MITSUBISHI         LANCER VIII Sedan,,"Turbocompresseur MITSUBISHI 1515A183 d'origine avec un protocole de calibrage de 100% de fonctionnalité avec deux annes de garantie et sans limitation des kilometrés. Turbocompresseurs avons les nouveau CHRA (milieu) et logicieles, les pièces fonctionnelles ont été sablées et peintes. Le turbocompresseur a été correctement réglé après l'assemblage et la pression de remplissage et sa progression ont été testées sur un banc d'essai CIMAT. Le turbocompresseur est accompagné des instructions de montage afin de vous aider à ne pas endommager votre turbocompresseur réconditionée.",3020,1515a183
